cmc_id,symbol,name,asset_class,sector,coin_staking_type,lambda_months,lambda_n_channels,lambda_channels,has_ch1,has_ch2,has_ch3_v,has_ch3_d,has_nvt_gl,nvt_months,pq_source,has_tvl,tvl_months,holder_count,est_getlogs_calls,evm_chain,etherscan_reachable,coverage_status,what_needed
14878,ALPH,Alephium,coin,NFT;Layer-1;Smart Contract Platform,pow_only,0,0,,False,False,False,False,True,2,defillama_chain_dex,False,0,,,,,complete,COMPLETE
29073,ALT,Altlayer,coin,Derivatives;Developer Tools;Dexs;Launchpad;Interoperability;Layer-2;Privacy;Restaking;Zero Knowledge,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
804,AMBER,AmberCoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
1035,AMS,AmsterdamCoin,coin,,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
43,ANC,Anoncoin,coin,Lending,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
2874,AOA,Aurora,coin,Smart Contract Platform,pos_possible,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pos_possible] | pq_nvtgl
21794,APT,Aptos,coin,Canonical Bridge;Lending;Layer-1,pos_possible,0,0,,False,False,False,False,True,32,defillama_chain_dex,False,0,,,,,partial,ch1_staking[pos_possible]
5632,AR,Arweave,coin,DePIN;Storage;Layer-1,pos_possible,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pos_possible] | pq_nvtgl
1434,ARC,Advanced Technology Coin,coin,DEX Aggregator;Dexs;Services,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
1558,ARGUS,Argus,coin,,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
142,ARI,Aricoin,coin,Gaming,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
1586,ARK,Ark,coin,Payments,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
3951,ARRR,Pirate Chain,coin,Payments;Privacy;Zero Knowledge,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
12885,ASTR,Astar,coin,Chain;Layer-1;Layer-2;Modular Blockchain;Smart Contract Platform,pos_possible,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pos_possible] | pq_nvtgl
1970,ATB,ATBCoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
3794,ATOM,Cosmos,coin,Interoperability;Layer-1,pos_possible,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pos_possible] | pq_nvtgl
1361,ATX,Artex Coin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
666,AU,Aurum Coin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
148,AUR,Auroracoin,coin,Gamified Mining;Lending,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
5805,AVAX,Avalanche,coin,Canonical Bridge;Layer-1;RWA;Smart Contract Platform,pos_possible,67,1,ch1_staking,True,False,False,False,True,52,defillama_chain_dex,False,0,,,,,complete,COMPLETE
11976,AZERO,Aleph Zero,coin,Layer-1;Privacy;Smart Contract Platform;Zero Knowledge,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
2204,B2B,B2BX,coin,Algo-Stables;Smart Contract Platform,pos_possible,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pos_possible] | pq_nvtgl
3684,B2G,Bitcoiin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
32198,BABY,Babylon,coin,Dexs;Restaking,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
1463,BASH,LuckChain,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
1697,BAT,Basic Attention Token,coin,Services;AI/Big Data;Interoperability;Payments;Privacy;Smart Contract Platform,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
723,BAY,BitBay,coin,Yield Aggregator;Exchange Token;Payments,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
30746,BB,BounceBit,coin,Yield;Layer-1;Restaking,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
406,BBR,Boolberry,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
1513,BCC,BitConnect,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
2222,BCD,Bitcoin Diamond,coin,Payments,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
1831,BCH,Bitcoin Cash,coin,Layer-1;Payments,pow_only,0,0,,False,False,False,False,True,94,bitinfocharts_sentinusd,False,0,,,,,complete,COMPLETE
2702,BCI,Bitcoin Interest,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
372,BCN,Bytecoin,coin,Payments;Privacy,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
872,BCR,Bitcredits,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
106,BCX,BattleCoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
1063,BCY,BitCrystals,coin,Gaming,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
1793,BDL,Bitdeal,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
3987,BDX,Beldex,coin,Algo-Stables;AI/Big Data;Exchange Token;DePIN;Privacy,unknown,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[unknown] | pq_nvtgl
3702,BEAM,Beam,coin,Chain;Payments;Privacy,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
217,BELA,Bela,coin,Dexs,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
24647,BERA,Berachain,coin,Chain;Chain Bribes;Layer-1;Modular Blockchain,pos_possible,0,0,,False,False,False,False,True,4,defillama_chain_dex,False,0,,,,,partial,ch1_staking[pos_possible]
1198,BIGUP,BigUp,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
819,BITB,Bean Cash,coin,,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
276,BITS,Bitstar,coin,Yield,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
170,BLK,BlackCoin,coin,,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
707,BLOCK,Blocknet,coin,,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
1263,BLRY,BillaryCoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
290,BLU,BlueCoin,coin,Derivatives,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
1839,BNB,BNB,coin,CEX;Chain;Launchpad;Exchange Token;Layer-1;Payments;Smart Contract Platform,pos_possible,23,1,ch1_staking,True,False,False,False,True,57,defillama_chain_dex,False,0,,,,,complete,COMPLETE
2842,BNK,Bankera,coin,Exchange Token;Payments;Smart Contract Platform,pos_possible,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pos_possible] | pq_nvtgl
2499,BORG,SwissBorg,coin,CEX;Yield,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
350,BOST,BoostCoin,coin,,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
12,BQC,BBQCoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
7096,BRG,Bridge Oracle,coin,AI/Big Data;Payments;Smart Contract Platform,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
426,BRIT,BritCoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
1286,BRK,Breakout,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
366,BSD,BitSend,coin,,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
3997,BST,BlockStamp,coin,Farm;Yield,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
644,BSTY,GlobalBoost-Y,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
3602,BSV,Bitcoin SV,coin,Payments,pow_only,0,0,,False,False,False,False,True,21,bitinfocharts_sentinusd,False,0,,,,,complete,COMPLETE
10746,BSW,Biswap,coin,Dexs;NFT;DEX;Gaming;Metaverse;Yield,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
945,BTA,Bata,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
14,BTB,BitBar,coin,,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
1,BTC,Bitcoin,coin,Canonical Bridge;Reserve Currency;SoFi;Layer-1;Privacy,pow_only,0,0,,False,False,False,False,True,118,blockchain.com_est_tx_value,False,0,,,,,complete,COMPLETE
467,BTCD,BitcoinDark,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
2575,BTCP,Bitcoin Private,coin,Privacy,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
5455,BTCXT,Bitcoin XT,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
1381,BTDX,Bitcloud,coin,,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
2083,BTG,Bitcoin Gold,coin,Payments,pow_only,0,0,,False,False,False,False,True,73,bitinfocharts_sentinusd,False,0,,,,,complete,COMPLETE
543,BTM,Bitmark,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
1866,BTM,BytomDAO,coin,Payments;RWA;Smart Contract Platform,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
463,BTS,BitShares,coin,Dexs;DEX,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
16086,BTT,BitTorrent [New],coin,DePIN;Storage;Interoperability,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
1654,BTX,BitCore,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
1142,BUCKS,SwagBucks,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
658,BUK,CryptoBuck,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
573,BURST,Burst,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
734,BYC,Bytecent,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
367,C2,Coin2.1,coin,,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
157,CAGE,CageCoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
38195,CAMP,Camp Network,coin,Layer-1,pos_possible,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pos_possible] | pq_nvtgl
506,CANN,CannabisCoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
29,CAP,Bottlecaps,coin,Derivatives,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
502,CARBON,Carboncoin,coin,Farm,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
49,CBX,Bullion,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
37263,CC,Canton,coin,Chain;Interoperability;Layer-1;Privacy;Smart Contract Platform,unknown,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[unknown] | pq_nvtgl
4122,CCA,Counos Coin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
279,CCN,CannaCoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
5482,CCXX,Counos X,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
304,CDN,Canada eCoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
1864,CDT,Blox,coin,Smart Contract Platform,pos_possible,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pos_possible] | pq_nvtgl
5567,CELO,Celo,coin,Chain;Layer-2;Payments;Privacy;Smart Contract Platform;Zero Knowledge,pos,70,1,ch1_staking,True,False,False,False,True,51,defillama_chain_dex,False,0,,,,,complete,COMPLETE
249,CESC,CryptoEscudo,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
2941,CET,CoinEx Token,coin,CEX;DEX;Layer-1,pos_possible,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pos_possible] | pq_nvtgl
7334,CFX,Conflux,coin,NFT;Layer-1;Payments;Smart Contract Platform,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
146,CGA,Cryptographic Anomaly,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
999,CHC,ChainCoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
3978,CHR,Chromia,coin,Dexs;AI/Big Data;NFT;Gaming;Layer-1;Metaverse;Modular Blockchain;RWA,pos_possible,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pos_possible] | pq_nvtgl
4066,CHZ,Chiliz,coin,NFT;Layer-1;Payments,pos_possible,0,0,,False,False,False,False,True,9,defillama_chain_dex,False,0,,,,,partial,ch1_staking[pos_possible]
1306,CJ,Cryptojacks,coin,,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
4948,CKB,Nervos Network,coin,NFT;Interoperability;Layer-2;Modular Blockchain;Smart Contract Platform,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
460,CLAM,Clams,coin,Yield;Payments,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
362,CLOAK,CloakCoin,coin,Privacy,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
1855,CMP,Compcoin,coin,Dexs,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
206,CNO,Coin(O),coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
1546,CNT,Centurion,coin,Dexs,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
2027,CNX,Cryptonex,coin,Exchange Token;Payments;Smart Contract Platform,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
65,COL,Colossuscoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
2001,COLX,ColossusXT,coin,Privacy,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
23254,CORE,Core,coin,Canonical Bridge;Derivatives;Yield;Layer-1,pos_possible,0,0,,False,False,False,False,True,27,defillama_chain_dex,False,0,,,,,partial,ch1_staking[pos_possible]
1008,CPS,Capricoin+,coin,,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
1676,CREA,CREA,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
986,CREVA,CrevaCoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
3635,CRO,Cronos,coin,Dexs;Exchange Token;Layer-1;Payments,pos_possible,0,0,,False,False,False,False,True,43,defillama_chain_dex,False,0,,,,,partial,ch1_staking[pos_possible]
2447,CRPT,Crypterium,coin,Smart Contract Platform,pos_possible,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pos_possible] | pq_nvtgl
720,CRW,Crown,coin,,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
337,CRYPT,CryptCoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
5899,CSPR,Casper,coin,AI/Big Data;Layer-1,pos_possible,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pos_possible] | pq_nvtgl
5198,CTC,Creditcoin,coin,Layer-1;RWA,pos_possible,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pos_possible] | pq_nvtgl
169,CTM,ContinuumCoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
5444,CTSI,Cartesi,coin,Layer-2;Modular Blockchain;Smart Contract Platform,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
2638,CTXC,Cortex,coin,AI/Big Data;IoT;Layer-1;Smart Contract Platform,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
333,CURE,Curecoin,coin,DePIN,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
3609,CWV,CWV Chain,coin,Payments;Smart Contract Platform,pos_possible,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pos_possible] | pq_nvtgl
677,CZC,CzechCrownCoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
2868,DAG,Constellation,coin,DAG;Layer-1;Payments;Smart Contract Platform,pos_possible,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pos_possible] | pq_nvtgl
3345,DAPS,DAPS Coin,coin,Privacy,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
745,DARK,DarkCoin,coin,Algo-Stables,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
131,DASH,Dash,coin,Payments;Privacy,pos,0,0,,False,False,False,False,True,118,bitinfocharts_sentinusd,False,0,,,,,partial,ch1_staking
1797,DAXX,DaxxCoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
1186,DBIC,DubaiCoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
1611,DBIX,DubaiCoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
28,DBL,Doubloons,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
1168,DCR,Decred,coin,Layer-1;Payments;Privacy,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
1478,DCT,DECENT,coin,,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
1745,DCY,Dinastycoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
2428,DDD,Scry.info,coin,Dexs;Yield;AI/Big Data;Smart Contract Platform,pos_possible,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pos_possible] | pq_nvtgl
4180,DDK,DDKoin,coin,,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
12400,DEL,Decimal,coin,,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
72,DEM,Deutsche eMark,coin,,pos,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking | pq_nvtgl
2665,DERO,Dero,coin,Privacy;Smart Contract Platform,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
2649,DEV,DeviantCoin,coin,Yield,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
5804,DFI,DeFiChain,coin,Dexs;Synthetics,pos,0,0,,False,False,False,False,True,13,defillama_chain_dex,False,0,,,,,partial,ch1_staking
109,DGB,DigiByte,coin,NFT;IoT;Layer-1;Payments;Privacy,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
18,DGC,Digitalcoin,coin,,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
284,DIEM,Diem,coin,Yield,pow_only,0,0,,False,False,False,False,False,0,,False,0,,,,,not_started,ch1_staking[pow_only] | pq_nvtgl
