cmc_id,symbol,month_end,staked_native,circulating_supply,staking_ratio,source,flag
23254,CORE,2023-01-31,1000000.0,,,core-archiveRPC(ankr/drpc) eth_call: sum stake of ValidatorSet.getValidatorOps() actives at month-end block; validated == staking-api.coredao.org stakedCoreAmount,read PledgeAgent.agentsMap[word0] (legacy pre-StakeHub) at block 646063; active-validator staked CORE (excludes inactive candidates); CORE-only (BTC/hash dual-staking excluded)
23254,CORE,2023-12-31,97357286.72909386,855761890.0,0.1137667940892926,core-archiveRPC(ankr/drpc) eth_call: sum stake of ValidatorSet.getValidatorOps() actives at month-end block; validated == staking-api.coredao.org stakedCoreAmount,read PledgeAgent.agentsMap[word0] (legacy pre-StakeHub) at block 10256110; active-validator staked CORE (excludes inactive candidates); CORE-only (BTC/hash dual-staking excluded)
23254,CORE,2024-01-31,100941792.06845051,863455727.0258498,0.11690442127952734,core-archiveRPC(ankr/drpc) eth_call: sum stake of ValidatorSet.getValidatorOps() actives at month-end block; validated == staking-api.coredao.org stakedCoreAmount,read PledgeAgent.agentsMap[word0] (legacy pre-StakeHub) at block 11148702; active-validator staked CORE (excludes inactive candidates); CORE-only (BTC/hash dual-staking excluded)
23254,CORE,2024-02-29,103982305.06656066,868233963.8191627,0.11976300098785156,core-archiveRPC(ankr/drpc) eth_call: sum stake of ValidatorSet.getValidatorOps() actives at month-end block; validated == staking-api.coredao.org stakedCoreAmount,read PledgeAgent.agentsMap[word0] (legacy pre-StakeHub) at block 11983751; active-validator staked CORE (excludes inactive candidates); CORE-only (BTC/hash dual-staking excluded)
23254,CORE,2024-03-31,107592159.23556031,874744087.7327564,0.12299844119487306,core-archiveRPC(ankr/drpc) eth_call: sum stake of ValidatorSet.getValidatorOps() actives at month-end block; validated == staking-api.coredao.org stakedCoreAmount,read PledgeAgent.agentsMap[word0] (legacy pre-StakeHub) at block 12876442; active-validator staked CORE (excludes inactive candidates); CORE-only (BTC/hash dual-staking excluded)
23254,CORE,2024-04-30,113613447.39994222,884848231.8594925,0.1283987957586643,core-archiveRPC(ankr/drpc) eth_call: sum stake of ValidatorSet.getValidatorOps() actives at month-end block; validated == staking-api.coredao.org stakedCoreAmount,read PledgeAgent.agentsMap[word0] (legacy pre-StakeHub) at block 13740381; active-validator staked CORE (excludes inactive candidates); CORE-only (BTC/hash dual-staking excluded)
23254,CORE,2024-05-31,115662706.02861421,890777367.2545252,0.12984468429535825,core-archiveRPC(ankr/drpc) eth_call: sum stake of ValidatorSet.getValidatorOps() actives at month-end block; validated == staking-api.coredao.org stakedCoreAmount,read PledgeAgent.agentsMap[word0] (legacy pre-StakeHub) at block 14633090; active-validator staked CORE (excludes inactive candidates); CORE-only (BTC/hash dual-staking excluded)
23254,CORE,2024-06-30,124745653.55284967,895733600.1413399,0.13926646665165374,core-archiveRPC(ankr/drpc) eth_call: sum stake of ValidatorSet.getValidatorOps() actives at month-end block; validated == staking-api.coredao.org stakedCoreAmount,read PledgeAgent.agentsMap[word0] (legacy pre-StakeHub) at block 15497038; active-validator staked CORE (excludes inactive candidates); CORE-only (BTC/hash dual-staking excluded)
23254,CORE,2024-07-31,134524971.61739358,900970668.6316104,0.1493111555137632,core-archiveRPC(ankr/drpc) eth_call: sum stake of ValidatorSet.getValidatorOps() actives at month-end block; validated == staking-api.coredao.org stakedCoreAmount,read PledgeAgent.agentsMap[word0] (legacy pre-StakeHub) at block 16389730; active-validator staked CORE (excludes inactive candidates); CORE-only (BTC/hash dual-staking excluded)
23254,CORE,2024-08-31,152039442.77199802,907396001.8677716,0.16755577769688437,core-archiveRPC(ankr/drpc) eth_call: sum stake of ValidatorSet.getValidatorOps() actives at month-end block; validated == staking-api.coredao.org stakedCoreAmount,read PledgeAgent.agentsMap[word0] (legacy pre-StakeHub) at block 17282466; active-validator staked CORE (excludes inactive candidates); CORE-only (BTC/hash dual-staking excluded)
23254,CORE,2024-09-30,175261984.08436322,912623044.5371492,0.19204203217687763,core-archiveRPC(ankr/drpc) eth_call: sum stake of ValidatorSet.getValidatorOps() actives at month-end block; validated == staking-api.coredao.org stakedCoreAmount,read PledgeAgent.agentsMap[word0] (legacy pre-StakeHub) at block 18146430; active-validator staked CORE (excludes inactive candidates); CORE-only (BTC/hash dual-staking excluded)
23254,CORE,2024-10-31,162535844.02386105,918529612.6952837,0.17695220902777936,core-archiveRPC(ankr/drpc) eth_call: sum stake of ValidatorSet.getValidatorOps() actives at month-end block; validated == staking-api.coredao.org stakedCoreAmount,read PledgeAgent.agentsMap[word0] (legacy pre-StakeHub) at block 19039195; active-validator staked CORE (excludes inactive candidates); CORE-only (BTC/hash dual-staking excluded)
23254,CORE,2024-11-30,152674744.79391202,923932131.2304664,0.16524454517084947,core-archiveRPC(ankr/drpc) eth_call: sum stake of ValidatorSet.getValidatorOps() actives at month-end block; validated == staking-api.coredao.org stakedCoreAmount,read CoreAgent.candidateMap.amount at block 19903005; active-validator staked CORE (excludes inactive candidates); CORE-only (BTC/hash dual-staking excluded)
23254,CORE,2024-12-31,166671072.31080684,931829014.914498,0.17886443719087253,core-archiveRPC(ankr/drpc) eth_call: sum stake of ValidatorSet.getValidatorOps() actives at month-end block; validated == staking-api.coredao.org stakedCoreAmount,read CoreAgent.candidateMap.amount at block 20795779; active-validator staked CORE (excludes inactive candidates); CORE-only (BTC/hash dual-staking excluded)
23254,CORE,2025-01-31,166415319.4443818,937691269.5275476,0.17747346579032305,core-archiveRPC(ankr/drpc) eth_call: sum stake of ValidatorSet.getValidatorOps() actives at month-end block; validated == staking-api.coredao.org stakedCoreAmount,read CoreAgent.candidateMap.amount at block 21688235; active-validator staked CORE (excludes inactive candidates); CORE-only (BTC/hash dual-staking excluded)
23254,CORE,2025-02-28,168215465.9359236,995811985.3882456,0.1689229175830215,core-archiveRPC(ankr/drpc) eth_call: sum stake of ValidatorSet.getValidatorOps() actives at month-end block; validated == staking-api.coredao.org stakedCoreAmount,read CoreAgent.candidateMap.amount at block 22494575; active-validator staked CORE (excludes inactive candidates); CORE-only (BTC/hash dual-staking excluded)
23254,CORE,2025-03-31,171457415.33568472,998129446.2686458,0.17177873669257232,core-archiveRPC(ankr/drpc) eth_call: sum stake of ValidatorSet.getValidatorOps() actives at month-end block; validated == staking-api.coredao.org stakedCoreAmount,read CoreAgent.candidateMap.amount at block 23387345; active-validator staked CORE (excludes inactive candidates); CORE-only (BTC/hash dual-staking excluded)
23254,CORE,2025-04-30,211646611.2750063,1000218948.9670748,0.21160028161191463,core-archiveRPC(ankr/drpc) eth_call: sum stake of ValidatorSet.getValidatorOps() actives at month-end block; validated == staking-api.coredao.org stakedCoreAmount,read CoreAgent.candidateMap.amount at block 24251026; active-validator staked CORE (excludes inactive candidates); CORE-only (BTC/hash dual-staking excluded)
23254,CORE,2025-05-31,226002734.45301133,1002516977.9952976,0.22543531871643915,core-archiveRPC(ankr/drpc) eth_call: sum stake of ValidatorSet.getValidatorOps() actives at month-end block; validated == staking-api.coredao.org stakedCoreAmount,read CoreAgent.candidateMap.amount at block 25143801; active-validator staked CORE (excludes inactive candidates); CORE-only (BTC/hash dual-staking excluded)
23254,CORE,2025-06-30,243703391.89192644,1004596061.1977009,0.2425884405731972,core-archiveRPC(ankr/drpc) eth_call: sum stake of ValidatorSet.getValidatorOps() actives at month-end block; validated == staking-api.coredao.org stakedCoreAmount,read CoreAgent.candidateMap.amount at block 26007356; active-validator staked CORE (excludes inactive candidates); CORE-only (BTC/hash dual-staking excluded)
23254,CORE,2025-07-31,255247749.9772527,1006815066.095,0.25351999445861323,core-archiveRPC(ankr/drpc) eth_call: sum stake of ValidatorSet.getValidatorOps() actives at month-end block; validated == staking-api.coredao.org stakedCoreAmount,read CoreAgent.candidateMap.amount at block 26900072; active-validator staked CORE (excludes inactive candidates); CORE-only (BTC/hash dual-staking excluded)
23254,CORE,2025-08-31,234472819.52636728,1009948639.2088286,0.23216311248267843,core-archiveRPC(ankr/drpc) eth_call: sum stake of ValidatorSet.getValidatorOps() actives at month-end block; validated == staking-api.coredao.org stakedCoreAmount,read CoreAgent.candidateMap.amount at block 27792720; active-validator staked CORE (excludes inactive candidates); CORE-only (BTC/hash dual-staking excluded)
23254,CORE,2025-09-30,232287592.92543113,1013070482.6360632,0.22929065342127675,core-archiveRPC(ankr/drpc) eth_call: sum stake of ValidatorSet.getValidatorOps() actives at month-end block; validated == staking-api.coredao.org stakedCoreAmount,read CoreAgent.candidateMap.amount at block 28656689; active-validator staked CORE (excludes inactive candidates); CORE-only (BTC/hash dual-staking excluded)
23254,CORE,2025-10-31,242674413.91540998,1016252541.3266382,0.23879341408447305,core-archiveRPC(ankr/drpc) eth_call: sum stake of ValidatorSet.getValidatorOps() actives at month-end block; validated == staking-api.coredao.org stakedCoreAmount,read CoreAgent.candidateMap.amount at block 29549468; active-validator staked CORE (excludes inactive candidates); CORE-only (BTC/hash dual-staking excluded)
23254,CORE,2025-11-30,238825609.71579084,1019133002.815928,0.23434194462930824,core-archiveRPC(ankr/drpc) eth_call: sum stake of ValidatorSet.getValidatorOps() actives at month-end block; validated == staking-api.coredao.org stakedCoreAmount,read CoreAgent.candidateMap.amount at block 30413326; active-validator staked CORE (excludes inactive candidates); CORE-only (BTC/hash dual-staking excluded)
23254,CORE,2025-12-31,261476252.30477953,1021330069.7517267,0.25601542542298916,core-archiveRPC(ankr/drpc) eth_call: sum stake of ValidatorSet.getValidatorOps() actives at month-end block; validated == staking-api.coredao.org stakedCoreAmount,read CoreAgent.candidateMap.amount at block 31306038; active-validator staked CORE (excludes inactive candidates); CORE-only (BTC/hash dual-staking excluded)
23254,CORE,2026-01-31,296874116.1630935,1071265184.1945364,0.2771247684916666,core-archiveRPC(ankr/drpc) eth_call: sum stake of ValidatorSet.getValidatorOps() actives at month-end block; validated == staking-api.coredao.org stakedCoreAmount,read CoreAgent.candidateMap.amount at block 32198792; active-validator staked CORE (excludes inactive candidates); CORE-only (BTC/hash dual-staking excluded)
23254,CORE,2026-02-28,280127310.2139475,1073717630.6513236,0.26089476620032825,core-archiveRPC(ankr/drpc) eth_call: sum stake of ValidatorSet.getValidatorOps() actives at month-end block; validated == staking-api.coredao.org stakedCoreAmount,read CoreAgent.candidateMap.amount at block 33005016; active-validator staked CORE (excludes inactive candidates); CORE-only (BTC/hash dual-staking excluded)
23254,CORE,2026-03-31,283383559.26837915,1076937395.7711267,0.2631383777563654,core-archiveRPC(ankr/drpc) eth_call: sum stake of ValidatorSet.getValidatorOps() actives at month-end block; validated == staking-api.coredao.org stakedCoreAmount,read CoreAgent.candidateMap.amount at block 33897785; active-validator staked CORE (excludes inactive candidates); CORE-only (BTC/hash dual-staking excluded)
23254,CORE,2026-04-30,258504357.2405955,1079592281.3727124,0.2394462814349734,core-archiveRPC(ankr/drpc) eth_call: sum stake of ValidatorSet.getValidatorOps() actives at month-end block; validated == staking-api.coredao.org stakedCoreAmount,read CoreAgent.candidateMap.amount at block 34761765; active-validator staked CORE (excludes inactive candidates); CORE-only (BTC/hash dual-staking excluded)
23254,CORE,2026-05-31,281759600.0096511,1082781822.2996662,0.2602182583849034,core-archiveRPC(ankr/drpc) eth_call: sum stake of ValidatorSet.getValidatorOps() actives at month-end block; validated == staking-api.coredao.org stakedCoreAmount,read CoreAgent.candidateMap.amount at block 35654448; active-validator staked CORE (excludes inactive candidates); CORE-only (BTC/hash dual-staking excluded)
23254,CORE,2026-06-30,307727006.2195561,,,core-archiveRPC(ankr/drpc) eth_call: sum stake of ValidatorSet.getValidatorOps() actives at month-end block; validated == staking-api.coredao.org stakedCoreAmount,read CoreAgent.candidateMap.amount at block 36518422; active-validator staked CORE (excludes inactive candidates); CORE-only (BTC/hash dual-staking excluded)
