cmc_id,symbol,month_end,staked_native,circulating_supply,staking_ratio,source,flag
4066,CHZ,2024-05-31,262443055.81208262,8888289967.124962,0.02952683325845336,"chiliz-chain-pubRPC eth_getBalance(0x...1000) at month-end blocks (native CHZ balance of the CC2 staking contract; anchor 2,416,757,292 CHZ confirmed 2026-07-25 vs staking.chiliz.com)",native-balance series; CC2 launched ~2023-Q3; pre-launch months = NaN; balance includes any queued-but-not-yet-withdrawn undelegations if any
4066,CHZ,2024-06-30,1112506509.5153806,8888289967.124962,0.12516541580328708,"chiliz-chain-pubRPC eth_getBalance(0x...1000) at month-end blocks (native CHZ balance of the CC2 staking contract; anchor 2,416,757,292 CHZ confirmed 2026-07-25 vs staking.chiliz.com)",native-balance series; CC2 launched ~2023-Q3; pre-launch months = NaN; balance includes any queued-but-not-yet-withdrawn undelegations if any
4066,CHZ,2024-07-31,1246033914.3417425,8966473471.0,0.13896588423216252,"chiliz-chain-pubRPC eth_getBalance(0x...1000) at month-end blocks (native CHZ balance of the CC2 staking contract; anchor 2,416,757,292 CHZ confirmed 2026-07-25 vs staking.chiliz.com)",native-balance series; CC2 launched ~2023-Q3; pre-launch months = NaN; balance includes any queued-but-not-yet-withdrawn undelegations if any
4066,CHZ,2024-08-31,1325554516.842333,9038470294.0,0.1466569534141496,"chiliz-chain-pubRPC eth_getBalance(0x...1000) at month-end blocks (native CHZ balance of the CC2 staking contract; anchor 2,416,757,292 CHZ confirmed 2026-07-25 vs staking.chiliz.com)",native-balance series; CC2 launched ~2023-Q3; pre-launch months = NaN; balance includes any queued-but-not-yet-withdrawn undelegations if any
4066,CHZ,2024-09-30,1560390614.9280677,9085685432.0,0.17174165082056825,"chiliz-chain-pubRPC eth_getBalance(0x...1000) at month-end blocks (native CHZ balance of the CC2 staking contract; anchor 2,416,757,292 CHZ confirmed 2026-07-25 vs staking.chiliz.com)",native-balance series; CC2 launched ~2023-Q3; pre-launch months = NaN; balance includes any queued-but-not-yet-withdrawn undelegations if any
4066,CHZ,2024-10-31,1727874594.7196028,9121824867.0,0.1894220312177369,"chiliz-chain-pubRPC eth_getBalance(0x...1000) at month-end blocks (native CHZ balance of the CC2 staking contract; anchor 2,416,757,292 CHZ confirmed 2026-07-25 vs staking.chiliz.com)",native-balance series; CC2 launched ~2023-Q3; pre-launch months = NaN; balance includes any queued-but-not-yet-withdrawn undelegations if any
4066,CHZ,2024-11-30,1861371398.9215443,9206791217.0,0.2021737383904819,"chiliz-chain-pubRPC eth_getBalance(0x...1000) at month-end blocks (native CHZ balance of the CC2 staking contract; anchor 2,416,757,292 CHZ confirmed 2026-07-25 vs staking.chiliz.com)",native-balance series; CC2 launched ~2023-Q3; pre-launch months = NaN; balance includes any queued-but-not-yet-withdrawn undelegations if any
4066,CHZ,2024-12-31,1918654111.3415122,9206791217.0,0.2083955274014239,"chiliz-chain-pubRPC eth_getBalance(0x...1000) at month-end blocks (native CHZ balance of the CC2 staking contract; anchor 2,416,757,292 CHZ confirmed 2026-07-25 vs staking.chiliz.com)",native-balance series; CC2 launched ~2023-Q3; pre-launch months = NaN; balance includes any queued-but-not-yet-withdrawn undelegations if any
4066,CHZ,2025-01-31,2035961394.1381533,9377055280.0,0.21712161583184708,"chiliz-chain-pubRPC eth_getBalance(0x...1000) at month-end blocks (native CHZ balance of the CC2 staking contract; anchor 2,416,757,292 CHZ confirmed 2026-07-25 vs staking.chiliz.com)",native-balance series; CC2 launched ~2023-Q3; pre-launch months = NaN; balance includes any queued-but-not-yet-withdrawn undelegations if any
4066,CHZ,2025-02-28,2120751702.222148,9434969108.0,0.22477569114921028,"chiliz-chain-pubRPC eth_getBalance(0x...1000) at month-end blocks (native CHZ balance of the CC2 staking contract; anchor 2,416,757,292 CHZ confirmed 2026-07-25 vs staking.chiliz.com)",native-balance series; CC2 launched ~2023-Q3; pre-launch months = NaN; balance includes any queued-but-not-yet-withdrawn undelegations if any
4066,CHZ,2025-03-31,2032100582.7843056,9501021604.0,0.21388232418383055,"chiliz-chain-pubRPC eth_getBalance(0x...1000) at month-end blocks (native CHZ balance of the CC2 staking contract; anchor 2,416,757,292 CHZ confirmed 2026-07-25 vs staking.chiliz.com)",native-balance series; CC2 launched ~2023-Q3; pre-launch months = NaN; balance includes any queued-but-not-yet-withdrawn undelegations if any
4066,CHZ,2025-04-30,2171987023.3247914,9564906118.0,0.22707876026481574,"chiliz-chain-pubRPC eth_getBalance(0x...1000) at month-end blocks (native CHZ balance of the CC2 staking contract; anchor 2,416,757,292 CHZ confirmed 2026-07-25 vs staking.chiliz.com)",native-balance series; CC2 launched ~2023-Q3; pre-launch months = NaN; balance includes any queued-but-not-yet-withdrawn undelegations if any
4066,CHZ,2025-05-31,2220083603.333603,9631220542.0,0.2305090609909951,"chiliz-chain-pubRPC eth_getBalance(0x...1000) at month-end blocks (native CHZ balance of the CC2 staking contract; anchor 2,416,757,292 CHZ confirmed 2026-07-25 vs staking.chiliz.com)",native-balance series; CC2 launched ~2023-Q3; pre-launch months = NaN; balance includes any queued-but-not-yet-withdrawn undelegations if any
4066,CHZ,2025-06-30,2238767463.2556453,9691970540.0,0.23099197980596062,"chiliz-chain-pubRPC eth_getBalance(0x...1000) at month-end blocks (native CHZ balance of the CC2 staking contract; anchor 2,416,757,292 CHZ confirmed 2026-07-25 vs staking.chiliz.com)",native-balance series; CC2 launched ~2023-Q3; pre-launch months = NaN; balance includes any queued-but-not-yet-withdrawn undelegations if any
4066,CHZ,2025-07-31,2235267071.869246,9751014979.0,0.22923429783290933,"chiliz-chain-pubRPC eth_getBalance(0x...1000) at month-end blocks (native CHZ balance of the CC2 staking contract; anchor 2,416,757,292 CHZ confirmed 2026-07-25 vs staking.chiliz.com)",native-balance series; CC2 launched ~2023-Q3; pre-launch months = NaN; balance includes any queued-but-not-yet-withdrawn undelegations if any
4066,CHZ,2025-08-31,2268436513.9037495,9809978261.0,0.2312376698042256,"chiliz-chain-pubRPC eth_getBalance(0x...1000) at month-end blocks (native CHZ balance of the CC2 staking contract; anchor 2,416,757,292 CHZ confirmed 2026-07-25 vs staking.chiliz.com)",native-balance series; CC2 launched ~2023-Q3; pre-launch months = NaN; balance includes any queued-but-not-yet-withdrawn undelegations if any
4066,CHZ,2025-09-30,2503814788.5408783,10015691656.0,0.24998920439418112,"chiliz-chain-pubRPC eth_getBalance(0x...1000) at month-end blocks (native CHZ balance of the CC2 staking contract; anchor 2,416,757,292 CHZ confirmed 2026-07-25 vs staking.chiliz.com)",native-balance series; CC2 launched ~2023-Q3; pre-launch months = NaN; balance includes any queued-but-not-yet-withdrawn undelegations if any
4066,CHZ,2025-10-31,2599842044.716413,10074674279.0,0.2580571810778651,"chiliz-chain-pubRPC eth_getBalance(0x...1000) at month-end blocks (native CHZ balance of the CC2 staking contract; anchor 2,416,757,292 CHZ confirmed 2026-07-25 vs staking.chiliz.com)",native-balance series; CC2 launched ~2023-Q3; pre-launch months = NaN; balance includes any queued-but-not-yet-withdrawn undelegations if any
4066,CHZ,2025-11-30,2695725137.107636,10131696869.0,0.26606847519843974,"chiliz-chain-pubRPC eth_getBalance(0x...1000) at month-end blocks (native CHZ balance of the CC2 staking contract; anchor 2,416,757,292 CHZ confirmed 2026-07-25 vs staking.chiliz.com)",native-balance series; CC2 launched ~2023-Q3; pre-launch months = NaN; balance includes any queued-but-not-yet-withdrawn undelegations if any
4066,CHZ,2025-12-31,2640386466.5578337,10190735807.0,0.2590967439999923,"chiliz-chain-pubRPC eth_getBalance(0x...1000) at month-end blocks (native CHZ balance of the CC2 staking contract; anchor 2,416,757,292 CHZ confirmed 2026-07-25 vs staking.chiliz.com)",native-balance series; CC2 launched ~2023-Q3; pre-launch months = NaN; balance includes any queued-but-not-yet-withdrawn undelegations if any
4066,CHZ,2026-01-31,2479504529.5235987,10249724305.0,0.2419093875836301,"chiliz-chain-pubRPC eth_getBalance(0x...1000) at month-end blocks (native CHZ balance of the CC2 staking contract; anchor 2,416,757,292 CHZ confirmed 2026-07-25 vs staking.chiliz.com)",native-balance series; CC2 launched ~2023-Q3; pre-launch months = NaN; balance includes any queued-but-not-yet-withdrawn undelegations if any
4066,CHZ,2026-02-28,2435918117.8830576,10303038237.0,0.23642716467218888,"chiliz-chain-pubRPC eth_getBalance(0x...1000) at month-end blocks (native CHZ balance of the CC2 staking contract; anchor 2,416,757,292 CHZ confirmed 2026-07-25 vs staking.chiliz.com)",native-balance series; CC2 launched ~2023-Q3; pre-launch months = NaN; balance includes any queued-but-not-yet-withdrawn undelegations if any
4066,CHZ,2026-03-31,2426157753.840719,10285675268.0,0.23587734306456223,"chiliz-chain-pubRPC eth_getBalance(0x...1000) at month-end blocks (native CHZ balance of the CC2 staking contract; anchor 2,416,757,292 CHZ confirmed 2026-07-25 vs staking.chiliz.com)",native-balance series; CC2 launched ~2023-Q3; pre-launch months = NaN; balance includes any queued-but-not-yet-withdrawn undelegations if any
4066,CHZ,2026-04-30,2425829489.20004,10333464830.0,0.23475470513601582,"chiliz-chain-pubRPC eth_getBalance(0x...1000) at month-end blocks (native CHZ balance of the CC2 staking contract; anchor 2,416,757,292 CHZ confirmed 2026-07-25 vs staking.chiliz.com)",native-balance series; CC2 launched ~2023-Q3; pre-launch months = NaN; balance includes any queued-but-not-yet-withdrawn undelegations if any
4066,CHZ,2026-05-31,2391774380.0761476,10387779444.0,0.23024886049709506,"chiliz-chain-pubRPC eth_getBalance(0x...1000) at month-end blocks (native CHZ balance of the CC2 staking contract; anchor 2,416,757,292 CHZ confirmed 2026-07-25 vs staking.chiliz.com)",native-balance series; CC2 launched ~2023-Q3; pre-launch months = NaN; balance includes any queued-but-not-yet-withdrawn undelegations if any
