cmc_id,symbol,month_end,staked_native,circulating_supply,staking_ratio,source,flag
1839,BNB,2018-05-31,,114041290.1095,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2018-06-30,,114041290.1095,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2018-07-31,,95512523.1095,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2018-08-31,,95512523.1095,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2018-09-30,,117443301.0,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2018-10-31,,130799315.0005,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2018-11-30,,130799315.0005,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2018-12-31,,130799308.242999,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2019-01-31,,129175490.242999,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2019-02-28,,141175490.242,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2019-03-31,,141175490.242,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2019-04-30,,141175490.242,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2019-05-31,,141175490.242,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2019-06-30,,141175490.242,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2019-07-31,,155536713.0,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2019-08-31,,155536713.0,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2019-09-30,,155536713.0,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2019-10-31,,155536713.0,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2019-11-30,,155536713.0,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2019-12-31,,155536713.0,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2020-01-31,,155536713.0,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2020-02-29,,155536713.0,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2020-03-31,,155536713.0,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2020-04-30,,155536713.0,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2020-05-31,,155536713.0,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2020-06-30,,155536713.0,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2020-07-31,,144406560.0,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2020-08-31,,144406560.0,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2020-09-30,,144406560.9,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2020-10-31,,144406560.9,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2020-11-30,,144406560.9,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2020-12-31,,144406560.9,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2021-01-31,,154532785.0,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2021-02-28,,154532785.0,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2021-03-31,,154532785.0,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2021-04-30,,153432897.0,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2021-05-31,,153432897.0,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2021-06-30,,153432897.0,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2021-07-31,,168137036.0,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2021-08-31,,168137036.0,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2021-09-30,,168137036.0,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2021-10-31,,166801148.0,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2021-11-30,,166801148.0,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2021-12-31,,166801148.0,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2022-01-31,,165116760.89,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2022-02-28,,165116760.89,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2022-03-31,,165116760.89,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2022-04-30,,163276974.63,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2022-05-31,,163276974.63,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2022-06-30,,163276974.63,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2022-07-31,,161337261.09,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2022-08-31,,161337261.09,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2022-09-30,,161337261.09,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2022-10-31,,159978332.75711054,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2022-11-30,,159970700.96827608,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2022-12-31,,159964697.20004138,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2023-01-31,,157901569.1915088,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2023-02-28,,157895260.6959786,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2023-03-31,,155861173.80757755,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2023-04-30,,155862702.64215165,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2023-05-31,,155856534.38354054,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2023-06-30,,155851280.95658422,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2023-07-31,,153855269.24085015,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2023-08-31,,153850397.2026276,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2023-09-30,,153846636.77312723,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2023-10-31,,151703646.09818706,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2023-11-30,,151698759.6756365,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2023-12-31,,151692195.91362536,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2024-01-31,,149546923.14860535,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2024-02-29,,149542337.66025212,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2024-03-31,,149535926.29038507,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2024-04-30,,147569879.43759844,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2024-05-31,,147585317.08746502,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2024-06-30,,147583190.29315105,,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2024-07-31,30433174.713355243,145937386.71335733,0.20853583443378024,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2024-08-31,30557611.645049963,145934969.54493147,0.20939197603108878,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2024-09-30,32450574.149197504,145932802.50607657,0.222366552220816,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2024-10-31,32660768.637603447,145930861.0108996,0.22380988100360766,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2024-11-30,29400490.773716606,144009765.18,0.20415623021791948,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2024-12-31,29708469.069236085,144007025.31,0.20629874830955972,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2025-01-31,31312447.875128802,142480679.87,0.21976627219703343,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2025-02-28,30330429.036749404,142476086.65,0.21288084021606865,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2025-03-31,30473850.206557717,142471797.11,0.21389391321448262,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2025-04-30,30529087.69710202,140890096.31,0.216687251245318,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
1839,BNB,2025-05-31,30601302.816719364,140887643.32999998,0.21720359637957873,bscscan(etherscanV2/56):StakeHub Delegated-Undelegated+RewardDistributed replay; cross-checked vs live sum(totalPooledBNB) all validators,post-BC-fusion window only (2024-07+); earlier staking lived on the retired Beacon Chain = documented gap; replay drift ~0% vs on-chain state
